,id,description,jobflag
3120,3120,Communicate with clients to assist them in researching and deploying new products,1
3121,3121,"Document requirements, use cases, and designs.",3
3122,3122,"Work across R&D scientists, mechanical, electrical, manufacturing, service engineers, technical writers, application specialists and silos.",3
3123,3123,Act as a client's technical consultant and advisor.,4
3124,3124,"Engage in customer and prospect management activities. A defined sales process, which involves identifying sales opportunities and acting independently to build a pipeline of strong appointments to meet assigned sales goals, enables external sales at non-PNC locations. Promote proactive sales conversations through interactions. Leverage the heart of ecosystem partnerships and community influence to capture, grow and maintain relationships.",4
3125,3125,Work with data scientists to prototype new ML approaches and design experiments for evaluation,2
3126,3126,Communicate analytic solutions to stakeholders and implement improvements as needed for operational systems,2
3127,3127,Must be able to demonstrate innovation in problem solving,3
3128,3128,Work closely with commercial capital offer strategy and development to ensure the viability of proposed pricing and respective contract terms,4
3129,3129,Assess the accuracy and quality of designed models and data sources.,2
3130,3130,Work with product managers and UX designers to ensure high quality code that meets functional requirements,3
3131,3131,Make sure your business needs are met,1
3132,3132,"Learn anomaly detection, prediction, and clustering algorithms",1
3133,3133,Manage HDFS and ensure it always works optimally.,3
3134,3134,"Guidance and guidance of junior engineers. If necessary, serve as a team leader.",2
3135,3135,Demonstrate and support all of St. Louis Ark's diversity and inclusion practices/initiatives,4
3136,3136,Individually promote core software improvements.,3
3137,3137,Effectively communicate with customers and vendors both verbally and by email.,4
3138,3138,Software debug and integration on production hardware,3
3139,3139,Create/modify technical and requirements documents,3
3140,3140,Participate in on-call rotation for IT operations.,3
3141,3141,Management of technology projects according to IT standards,3
3142,3142,"Make sure all security, governance, and compliance standards are met.",2
3143,3143,Participate in 24/7 global operations to manage and respond to security events on your network.,3
3144,3144,"An ideal candidate for the Lead Machine Learning Scientist role should have work experience, a love of experimentation, and a passion for the problem you are trying to solve.",1
3145,3145,"Defines and maintains pack-level requirements for battery control, internal mechanical and electrical components (high voltage contactors/wiring), battery cells, and thermal performance.",3
3146,3146,Build a data processing pipeline for deep learning tasks,1
3147,3147,"Run tests (single, independent, system, and performance)",3
3148,3148,"Lead all aspects of custom application development with APEX, JavaScript, Visual Force, AJAX, HTML and CSS",3
3149,3149,Communicate clearly and regularly with colleagues in management and technical support,3
3150,3150,Comply with company drug and alcohol policy to maintain good drug test results for the duration of the contact,4
3151,3151,Build production-grade machine learning pipelines and data products that solve critical and complex problems and deliver business value,1
3152,3152,"It provides management with accurate, relevant and meaningful ad hoc analysis to support strategic and tactical decision making.",1
3153,3153,Engineering changes and MRB material preparation and review/approval,3
3154,3154,"Senior consultants participate in setting the purpose and scope of engagement. Create work plans for engagement components, coordinate activities across work streams, and identify scope changes.",4
3155,3155,Support and improve existing tools for continuous integration and automated testing,3
3156,3156,Work closely with developers and QA resources to ensure that the solution built meets client requirements,4
3157,3157,Prepare technical documents and reports to provide to your expert,3
3158,3158,"Defines and coordinates the scope of work for an integrated project, provides project and change management, data and business rule discovery and coordination, and client environment documentation.",4
3159,3159,"Work with experts in perception, motion planning, and platform control algorithms",3
3160,3160,Work with teams and clients to maintain and update system applications,4
3161,3161,"Ability to perform exploratory analysis, quantitative methods, and user interface application design.",1
3162,3162,Understand the overall data and insight needs of your business and end users,1
3163,3163,Strong ability to balance task ownership and team collaboration,3
3164,3164,Prepare and protect all items sent from your office.,3
3165,3165,Install and test both desktop-based and server-based software upgrades.,3
3166,3166,Perform code reviews and provide feedback directly to team engineers,3
3167,3167,"Create customer-facing UIs, tools, and environments to enable internal and external customers to configure, verify, simulate, tune, and instantiate interconnected IP.",3
3168,3168,"Plan, develop, test, deploy and monitor DevOps model cross-platform mobile apps",3
3169,3169,"Engineer each solution with serverless technology when possible, with maximum performance and lowest cost.",2
3170,3170,Engage and collaborate with others to understand data structures and opportunities.,1
3171,3171,Lead detailed strategies to create industry-specific business growth opportunities for our products.,3
3172,3172,Accompany the customer on a test drive to demonstrate the functionality and technology of the vehicle.,4
3173,3173,Assist in responding to requests for FICA service proposals,4
3174,3174,"Support documentation, test-driven development, reusable code methodology",3
3175,3175,Work with other developers to gain ownership to improve the quality of your software and hardware.,3
3176,3176,Participate in or lead the development of deliverable content that meets the needs of clients and contracts,4
3177,3177,"We advise and work with internal partnerships to provide accurate, available and accessible data.",2
3178,3178,Present recommendations and solutions for client leadership,4
3179,3179,"Convert system-level CONOPS, functional analysis, and requirements into models and simulations.",3
3180,3180,Work with your engineering team to integrate the solution into the Conversant platform.,1
3181,3181,Support partners in training and implementation,4
3182,3182,Supports compliance with federal regulatory (all/alternate) acquisition analysis. Interpret data and present findings and recommendations to management.,1
3183,3183,"Provides ongoing reporting based on analysis and interpretation of large data sets, provide actionable recommendations based on findings",1
3184,3184,"Support other engagements, such as those being led by the GRC Team.",4
3185,3185,Assist in coding execution engine.,2
3186,3186,Collect and document technical requirements from customers and configure the Carbon Black software to work within the capabilities of the application for those requirements. Review the configuration decisions that are available to customers and provide expertise and guidance on best practices.,4
3187,3187,Design and develop software according to our company and OWASP secure-coding guidelines.,3
3188,3188,"Initiate timely telephone calls, faxes or emails to the customer to obtain, document or pass along needed information.",4
3189,3189,Contribute to and maintain design and user documentation,3
3190,3190,Translate analysis results into actionable insights,1
3191,3191,Develop and deliver software iteratively and incrementally,3
3192,3192,Automate the generation of datasets using a transformation framework and become the interface between your data warehouse and your data science team,2
3193,3193,"Create original documents that describe project specifications, logic flow and data analysis findings",1
3194,3194,Investigate front-end technologies and research solutions needed for system and business requirements.,3
3195,3195,"Leverage knowledge of requirements analysis, integration, evaluation, enhancement, maintenance, and testing to formulate customer solutions.",1
3196,3196,Develop and evolve methodologies for measuring business results and using the available data to guide campaign planning and optimization activities.,1
3197,3197,Performance of acceptance fire testing for authorities having jurisdiction,3
3198,3198,"Define and drive front-end architecture, code quality, and technical standards.",3
3199,3199,Collaborating with a globallyl distributed team,1
3200,3200,"Model business problems to machine learning ones, mapping business data to dependent and independent features, doing proper feature engineering, iterating with different predictive models, conducting hyper parameter optimization to yield highest prediction accuracy, and deploying the model to production",1
3201,3201,"Good analytical, communication, leadership and human relations skills required",3
3202,3202,Manages the operations of the certification or IOT programs and oversee the development of standards and testing materials,3
3203,3203,Contribute towards future roadmap,3
3204,3204,prototype new algorithms and productionize solutions at scale,2
3205,3205,Work expeditiously as a member of matrixed clinical trial teams with diverse membership and expertise,1
3206,3206,Maintains professional appearance.,4
3207,3207,Cultivate new and existing client relationships to develop business opportunities,4
3208,3208,"Research, identify, prospect and qualify new potential customers",4
3209,3209,"Develops effective, maintainable code in a timely fashion",3
3210,3210,"Helping to build and maintain our culture that produces team cohesion, high drive, and excitement within the engineering team.",3
3211,3211,"Create and deliver best practices, recommendations, tutorials, blog articles, and sample code.",3
3212,3212,Measuring performance and comparing the results to similar efforts across the organization and the industry,1
3213,3213,Support Business Process Reengineering (BPR) for analysis and redesign of federal payroll and cost management business processes using SAP CO to:,4
3214,3214,Analyze data to effectively coordinate the installation of new systems or modifications to existing systems.,2
3215,3215,Work with scheduler and directors to maintain established production schedule,3
3216,3216,Engages in thoughtful analytic design to ensure relevant findings. Ensures application of quality controls throughout projects.,1
3217,3217,Leads cross team code merge and deployment activities through collaboration and working closely with all Sales Force Sprint Teams,3
3218,3218,"Familiar with basic concepts, practices and procedures in field.",3
3219,3219,"You will collaborate with other data scientists, analysts, product managers, operations, and other departments to ensure products and technology meets internal standards.",1
3220,3220,"Communicate prototype results in an actionable form, including lessons learned and next steps for technical teams in the AI CoE and other technology groups",3
3221,3221,Develop and manage laboratory qualification programs for new products.,3
3222,3222,Work with data scientists and MLE to build pipelines to train and deploy models.,2
3223,3223,"Assisting developers in debugging application build, deployment and connectivity issues",3
3224,3224,Supervise data scientists and other talent towards successful project deliverables.,1
3225,3225,Developing new Project-specific features if needed.,3
3226,3226,"Execute analytics strategy, requirements, and adapt processes as needed.",2
3227,3227,Ability to work in hot and cold conditions for field investigations to review product failures.,3
3228,3228,Interact professionally with senior-level executives and other personnel prioritizing and accomplishing assigned tasks in a fast-paced environment with deadlines,1
3229,3229,"Integrate and commission servo drives and amplifiers into process automation for linear and/or rotary movements. (Siemens, Beckhoff, AB, SEW, Bosch, etc.).",3
3230,3230,integrate data sources using database scripts,1
3231,3231,Look for opportunities to enhance our current analytical capabilities and develop new analytics products,1
3232,3232,"Work in an Agile development environment, using Jira to plan work and track progress.",3
3233,3233,"Contribute to architecture and code design, estimates, code reviews, and documentation to ensure top quality software.",3
3234,3234,Improving the overall quality of our codebase through adopting model-view-presenter and Kotlin,3
3235,3235,"Person should have experience with virtualization technologies Dockers/Containers, Namespaces, etc.",3
3236,3236,Owns full life cycle of development process in conjunction with Product Owner and Scrum Master.,3
3237,3237,Optimize vision based deep learning algorithms for edge devices,2
3238,3238,Create a set of test scenarios for autonomous driving testing and validation,3
3239,3239,"Preparation of proposals, negotiations to actively pursue orders and order execution.",3
3240,3240,Collaborateacross multiple teams in architecting new solutions,3
3241,3241,"Cooperate with Model Risk Management, Legal/Compliance, Data Governance teams to identify and remediate model risks",1
3242,3242,Interact with subject matter experts to understand and communicate how key technology elements address specific risk.,3
3243,3243,"Train, calibrate and validate computer vision algorithms to extract objects, text etc.",1
3244,3244,"For small and medium engagements, perform project management functions including, but not limited to, project planning and definition, project scheduling, tracking status, and project completion reporting",4
3245,3245,Ability to handle high volume of work and work under deadlines,4
3246,3246,"Participate in the full software development cycle: design, develop, QA, deploy, experiment, and analyze.",2
3247,3247,Identify opportunities and lead initiatives to enhance our current analytical capabilities.,1
3248,3248,Partnering closely with our Enterprise team on creating innovative mechanisms for transforming and exposing data for consumption by internal and external customers,3
3249,3249,"Reinforce a philosophy of modular, well specified, understood and documented software architecture and design, with an eye toward efficiency and future maintainability.",3
3250,3250,Work with UX and other internal resources to assess and understand technical specifications and business requirements.,3
3251,3251,"Design, implement and optimize algorithms for unsupervised and supervised learning based on structured and unstructured data.",1
3252,3252,Research and implement appropriate ML algorithms and tools,2
3253,3253,"Complete correspondence, forms and reports using computer and applicable software",3
3254,3254,"Examine firewall, web, database, and other log sources to identify evidence and artifacts of malicious and compromised activity.",4
3255,3255,Bring all the capabilities to bear in designing client-specific change and transformation execution journeys,4
3256,3256,"Work with cross-functional teams like Engineering, Project Management & User Experience",2
3257,3257,Perform testing on an agile team Work with the development team to create test plans and test cases,3
3258,3258,Support the development of data and content pipelines to build new machine learning and deep learning models,3
3259,3259,Build robust and interpretable models that predict how digital search engagement leads to real-world health outcomes.,1
3260,3260,Provide coaching/advisory services to customer project teams,3
3261,3261,Write high quality designs that make sound engineering decisions across known and unknown interacting systems.,3
3262,3262,"Work with Business SMEs to create models which predict the outcome of key business processesLead and contribute to data analysis and modeling projects from project or prototype designGathering and analyzing data, identifying key prediction/classification problems, devising solutions and building prototypes.",1
3263,3263,Understand business requirements and devise resourceful backend data solutions,3
3264,3264,Possess increased confidence in the products and delivery schedules,3
3265,3265,Proactively enforce standards and best practices.,2
3266,3266,"Take on individual projects driven by the Architecture team. These may be POCs for new patterns or technology, or cross-team efforts that the Architecture team needs to drive to pull in those patterns or technologies into our code.",3
3267,3267,"Program logic controllers in ladder, sequential graphs and/or statement lists. (Siemens, AB, Beckhoff, Pilz, etc.)",3
3268,3268,"Set up, safely operate and maintain laboratory equipment and test instruments.",3
3269,3269,Compliance progress and monitoring of Service Providers,4
3270,3270,Previous exposure to highly scalable platforms,3
3271,3271,Work as part of a larger development team developing autonomous vehicles,2
3272,3272,Communicate clearly and effectively to technical and non-technical audiences equally well,2
3273,3273,Provide a source of creative energy; continuously thinking about and introducing new concepts and fresh ideas,3
3274,3274,Maintain inventory by observing inventory levels and prompting store management/Sales Representative to reorder when levels appear low.,4
3275,3275,"Implement best practices in building, profiling and monitoring high performance high availability solutions providing mission-critical real-time functionality on the control plane of mobile and fixed network",3
3276,3276,"Mentor, coach, train and lead fellow data scientists and analysts.",1
3277,3277,"Advise technical and non-technical audiences on information security concepts using presentations, reports, code samples, and visualizations.",4
3278,3278,"Lead efforts in cross-functional projects through a strong understanding of business systems, processes, and policies",4
3279,3279,"Interface with medical coders, administrators, and physicians to understand the strengths and weaknesses of existing products and to help develop new machine learning-empowered products.",2
3280,3280,Interface with multi-disciplinary teams internal/external to NASA,3
3281,3281,Must be familiar with various data integration techniques to harvest and integrate metadata from various places and tools.,4
3282,3282,Provide work leadership and training to lower level industrial engineers.,3
3283,3283,"Share team responsibility for capacity and availability planning and reporting on a monthly, quarterly and yearly basis.",3
3284,3284,Identify software and hardware dependencies and capacities,3
3285,3285,Continuously develop product and sales knowledge to become the vehicle authority.,4
3286,3286,"Leverage the opportunities and efficiencies afforded by access to hybrid cloud-based, distributed ecosystem of technologies",1
3287,3287,Develop code for measurement of pricing actions,1
3288,3288,Collaborate as a participating member of the IT-Security and Information Security team,4
3289,3289,Collaborate across the business to understand IT and business constraints,1
3290,3290,"Oversees, leads, coaches, and cross-trains teams of consultants, both blue and red.",4
3291,3291,Growing your skillset through mentoring and training opportunities.,3
3292,3292,Improve model ingestion and robustness at the front end of our pipeline,2
3293,3293,Create and execute automated tests using product APIs and scripting,3
3294,3294,This role bridges the gap between Software Engineer and Research Scientist.,2
3295,3295,"Develop, document, and maintain quality control standards and product installation guides for your customers.",3
3296,3296,"Regularly update eGRC, create new “risks” and “issues” based on completed compliance monitoring reviews, and enter corrective action plans agreed upon by the business",4
3297,3297,Store data segregated across borders across multiple data centers and AWS Regions.,4
3298,3298,"Develop and run automated builds, tests, and deployments",3
3299,3299,Continuously improve team goals through creative automation,3
3300,3300,Additional duties as needed,3
3301,3301,Participate in problem solving and troubleshooting,3
3302,3302,You must be able to manage your time and generate additional appointments through referrals and other self-generated devices we equip you with.,4
3303,3303,Feedback: To provide respectful yet honest feedback to leadership about how to better achieve the DevOps goals,4
3304,3304,Check and create TTCN CR and change RAN5 36.523 CR,3
3305,3305,Working with hardware in the loop systems (HiL).,3
3306,3306,"Establishes network specifications by conferring with users; analyzing workflow, access, information, and security requirements; designing router administration, including interface configuration and routing protocols.",3
3307,3307,Flag recording issues during the session to avoid pickups and retakes,3
3308,3308,"Collaborate with other consulting professionals to identify unique real estate solutions applicable across the Federal, state/local and higher education communities",4
3309,3309,"Review product requirements for traceability, risk remediation and testability",3
3310,3310,Assess the predictive power of the dataset,1
3311,3311,Design and develop code from requirements specifications.,3
3312,3312,R&D lead for medium to large complex projects.,2
3313,3313,Design and code complex solutions that meet business requirements on time and on budget,3
3314,3314,"Establish scalable, efficient, automated processes for data analyses, model development, validation and implementation",2
3315,3315,"Develop and execute Auptimizer's technical roadmap, including implementing ML algorithms, setting project milestones and timelines, and contributing to team-wide strategies.",2
3316,3316,"Play a key role in the planning, design and execution of signal processing, time-series analysis, and predictive machine learning algorithms for highly integrated point-of-care medical devices. Strong understanding of biosensor data and diagnostic instrumentation.Think out of box for innovative approaches and solutions that are game changing in the diagnostic industry.",1
3317,3317,Contribute to plans and actions to continuously address cybersecurity issues throughout the program life cycle,3
3318,3318,"Work with analysts to understand business needs and requirements, and work with data engineers to implement scalable pipelines for ETL, model training, and scoring.",1
3319,3319,"Manages end-to-end quality, new product acceleration, and other forums for ongoing supplier, integrator and contract with general contractors.",3
3320,3320,Participate in regular code reviews.,2
3321,3321,Participate in a large-scale security incident.,3
3322,3322,"Analyze internal/external, online/offline, structured/unstructured data (voice analytics, digital footprint, financial information, proprietary market research, secondary sources, etc.) to identify insights",1
3323,3323,"Contribute as a productive member of an agile development team, with both onshore stakeholders and members of the offshore development team",3
3324,3324,Supports software project management and software supplier management functions.,3
3325,3325,Work with product managers and UX designers to drive process and procedure creation,3
3326,3326,Work with your clients to make sure you are using the results of your model effectively.,1
3327,3327,Selected candidates will be trained and trained by experienced engineers on a daily basis and will be part of an integrated product team that will work closely with other engineering disciplines to create EW subsystems and integrate them into the aviation platform. Will be a department,3
3328,3328,"Identify and recommend upgrades and enhancements that contribute to system availability, cost savings, and/or increased productivity.",3
3329,3329,Have skilled platform-based knowledge in domain and system thinking,3
3330,3330,"Quickly debug/solve problems, optimize processes and automate routine tasks.",3
3331,3331,"Technical Advisor, responsible for providing best practices, design considerations, verifying NetApp cluster architecture, recommending solutions, etc....",4
3332,3332,Build a shining analytical solution on a large scale.,3
3333,3333,Work with a team of lead test engineers and software developers to establish and develop testing methods and techniques,3
3334,3334,Regularly notify managers of project progress and identify risks early in the process.,2
3335,3335,Provides a detailed demo of the solution/product and provides documentation/training,4
3336,3336,Build relationships with clients through a daily or continuous interface,4
3337,3337,Interpret results and communicate findings,1
3338,3338,Build a scalable data pipeline and powerful reporting tools,3
3339,3339,Helps design and execute A/B tests,1
3340,3340,"Test environment setup, configuration, and maintenance",3
3341,3341,Application engineering staff support to complete the commissioning.,3
3342,3342,"Evaluate the client's current core management capabilities, define desired future states, identify gaps and propose potential solutions",4
3343,3343,Need to be able to interact with individuals to solidify their understanding of requirements and expectations,3
3344,3344,Embedded SW development to meet specific system and HW requirements,3
3345,3345,Develop application programs and integration solutions based on requirements.,3
3346,3346,"Leverage Netskope's rich set of data sources to identify strong AI/ML use cases in cloud security, data security, and adjacent domains",1
3347,3347,Testing different platform stacks for performance and efficiency,2
3348,3348,Help companies evaluate customers or business opportunities from a technical perspective,4
3349,3349,Ability to perform multiple tasks simultaneously,4
3350,3350,Identify and track plan deficiencies and deviations. Work with the construction team to mitigate and resolve these defects and deviations,3
3351,3351,Direct development testing of new or modified designs.,3
3352,3352,Issue RMA (Return Material Authorizations) for Hardware products.,3
3353,3353,Implement business analytics tools to enable clients to quickly analyze data trends and easily access key performance indicators.,3
3354,3354,Identify document discrepancies and issues,3
3355,3355,Develop the SQL code that builds the ETL job within the Brown-Forman data lake environment.,1
3356,3356,"Write clean, maintainable, and testable code to facilitate future development. Use unit testing best practices to provide reasonable test coverage",3
3357,3357,Join the Carrier Marketing organization to define technologies and product roadmaps for future HVAC equipment control and connected home feature products,3
3358,3358,"Responsible for the design and implementation of embedded software for mission-critical communication systems across multiple hardware and processor platforms (PowerPC, ARM)",3
3359,3359,"It works with a variety of functions within your organization, such as proposals, contracts and other sales, solutions, and delivery teams.",4
3360,3360,"Manage workflow processes to display the actual costs by cost object (cost center internal order, WBS (Work Breakdown Structure), etc.).",4
3361,3361,"Contribute to the entire stack. Web, backend services, iOS, etc. Our technology stack is mainly TypeScript, node.js, React, PostgreSQL, but we try to use the best tools to solve each problem.",3
3362,3362,"Review requirements, specifications, technical design documents and provide timely and meaningful feedback",3
3363,3363,"Integrated leader within the Advanced Analytics Center of Excellence. Work with stakeholders in your department to develop new analytics solutions, identify new data to help your analytics project, and support analytics best practices.",1
3364,3364,"Implement all of the above in a scalable, enterprise-quality, integrated way with other software systems",1
3365,3365,"Join the project as a member of the Agile/Scrum team, including project quotes, task creation, and promotion to complete the tasks of each sprint in a timely manner.",3
3366,3366,"Iteratively build analytic pipelines and prototypes to provide massive insights. Comprehensively understand Google's data structure and indicators, and advocate changes in product development and sales activities.",1
3367,3367,Analyze and understand data sources and APIs Design and develop ways to connect and collect data from various data sources.,2
3368,3368,"Develop, debug and create solutions using .C#, .NET framework, Java, etc.",3
3369,3369,"Inspection, alignment/calibration, testing and commissioning of fire and gas detection devices and configured systems",3
3370,3370,"The applicant must be able to review system and subsystem specifications and interface documentation for completeness, accuracy, and applicability.",3
3371,3371,"Working in a cohesive, small team environment",3
3372,3372,"Programming SQL views, stored procedures, and functions",3
3373,3373,Lead customer workshops and document business process design,4
3374,3374,Planning and implementation of commissioning,3
3375,3375,"Lead the application of AI and machine learning tools in the media planning and purchasing process, prioritize IP ownership and develop new unique tools.",1
3376,3376,Maintain personal productivity in a matrix work environment,4
3377,3377,"A guide to creative solutions to challenging scientific questions, from early proof-of-concept to production deployment.",1
3378,3378,Perform strategic organizational and process assessments and use benchmarking and assessment tools to compare against current conditions.,3
3379,3379,Contributing to algorithm development in the field of decision making with emphasis on integration with related modules such as perception,3
3380,3380,"Work with software languages ​​including node.js, Go, Java, PHP, Ruby and COTS based application distributions",4
3381,3381,Mining and analyzing raw data to drive optimization and improvement of R&D solutions.,1
3382,3382,"Most leads are provided by the lead development team, but you should also actively use the software tools provided to find new leads.",4
3383,3383,"Identify and implement TTPs (tactics, methods, and procedures) to manage security risks.",4
3384,3384,Application support across a variety of enterprise and custom in-house application suites that act as liaisons between business and technical departments.,3
3385,3385,"Responsible for continuously delivering technology solutions, leveraging Agile and DevOps principles",3
3386,3386,We support specialists in S&V and MBD (FEA and Vibro Acoustic Modeling).,3
3387,3387,"Effectively communicate and collaborate with local and international teams, including Technical Support, Quality Assurance, Product Management, and end users as may be necessary",3
3388,3388,Perform medium to high speed circuit design and verification,3
3389,3389,Comply with company quality and business processes to follow,4
3390,3390,"Tracking of project issues, action items and resolutions",4
3391,3391,Evaluate industrial workstations using proven analytics and solution techniques.,4
3392,3392,Build custom predictive models and machine-learning algorithms to optimize business outcomes,1
3393,3393,Operationalize and automate well defined data products independently.,4
3394,3394,Keep current with the latest trends and technologies to anticipate future development needs and requirements,2
3395,3395,"Support the entire project lifecycle including requirements gathering, functional design, installation, user acceptance testing, problem solving and production implementation",4
3396,3396,Introduce your service representatives to your customers and emphasize the quality and efficiency of service repairs and maintenance available in specialized service departments.,4
3397,3397,Develop replicable analyzes and a reusable code base for understanding and enhancing search performance.,1
3398,3398,Understand the funding process and work effectively with funders,4
3399,3399,Additional duties upon request.,3
3400,3400,"Expertise in extracting technical requirements from vague starting points, and openness to feedback",1
3401,3401,Knowledge and experience of complex software design for distributed systems in embedded networking/telecommunications projects.,3
3402,3402,"Build, develop and test detailed functional designs for business solution components and prototypes.",4
3403,3403,"Work on creating, augmenting and annotating rich and high quality training datasets",2
3404,3404,Writes automated tests and test apps,3
3405,3405,Apply a range of data science techniques and tools to solve difficult business problems,1
3406,3406,Contribute to test automation initiatives including building test tools to improve code quality and application performance,3
3407,3407,Appropriately escalates issues requiring resolution.,4
3408,3408,"Lead a small team that combines a general knowledge of multiple technology areas with knowledge of the targeted business function. Team will dene and document the business requirements, including pre-project definition, scoping, and prioritization of solutions aligned to desired business and technology strategies.",4
3409,3409,Pre-release testing of new hardware and software products.,3
3410,3410,Communicate key insights and findings to the product team.,4
3411,3411,Interpret 2D and 3D engineering drawings as well as FAI and Cpk statistical process capability analysis.,3
3412,3412,Develop and analyze automated tests,3
3413,3413,Identify technical solutions that can be rapidly developed and deployed in a robust manner,3
3414,3414,Establish working relationships with all the productized SCRUM teams and key team members and across the IT organization as appropriate,3
3415,3415,Develop sophisticated visualization of analysis output for business users.,1
3416,3416,"Contribute to strategic, financial, and resource planning",3
3417,3417,Collaborate closely with software development colleagues to resolve issues and make improvements,3
3418,3418,"Architect, Design, Develop & Implement innovative software solutions related to the modern software development practices, DevOps and Agile Transformation of the enterprise.",4
3419,3419,"Coordinate with cross-functional teams to implement models, monitor outcomes, and make enhancements.",1
3420,3420,Review contractor submittals for compliance and provide approval and/or guidance to the government,3
3421,3421,Enhance data collection procedures to include information that is relevant for building analytic systems,1
3422,3422,"Support management of software defined infrastructure environment, configuration and build scripts for production environment.",3
3423,3423,Drive documentation writing with cross-functional teams,2
3424,3424,Ability to work in a collaborative and team environment,2
3425,3425,"Design, test, and modify geospatial big-data processing algorithms and enable implementation in either Python or Java suitable for a cloud-based architecture using Spark, Elastic Search and/or Hadoop",1
3426,3426,Write and maintain software design document. UML experience is a plus.,3
3427,3427,Develop subject matter expertise on source systems data and metadata,1
3428,3428,Generate and maintain detailed technical documents as required during the course of product development.,3
3429,3429,Manages own personal and professional development; seeks opportunities for professional growth and expansion of consulting skills and experiences,4
3430,3430,"Lead key projects, and be viewed as, a strategic thought partner to the BU, looking beyond immediate needs and anticipating mid- to long-term needs that are likely to impact business decisions.",1
3431,3431,Allocates and manages test resources according to varying needs of different product teams,3
3432,3432,Improvement of existing Deep Learning software and creation of novel software tools for high performance GPU computing infrastructure,2
3433,3433,"Design and build systems which improve machine learning scalability, usability, and performance.",2
3434,3434,"Develop end-to-end from data acquisition to production, data pipelines and predictive/prescriptive models on large-scale data sets (structured and unstructured) to address various business problems; develop deep-dive analysis and machine learning models to drive member value and partner success",1
3435,3435,"Design, develop and program methods, processes, and systems to consolidate and analyze diverse ""big data"" sources to generate actionable insights",1
3436,3436,"Ability to adapt to new languages, methodologies, and platforms to meet the needs of the project.",3
3437,3437,"Proactively manage the growth, training, structure and capabilities of assigned development teams. Mentor engineers on design, development, and best practice concepts, and develop PrismHR s next generation of technology leaders.",3
3438,3438,The candidate will be contributing to build L3 Autonomous driving vehicle.,3
3439,3439,"Develop new consulting business opportunities with leading corporates in the food, beverage, cosmetic, textile and retail sectors and closely collaborate with the Key Account Management Team",4
3440,3440,Extend Agency Spotter API for,3
3441,3441,Coach and grow BOARD competences across the team and lead Consultants and Associate Consultants in project deliveries,4
3442,3442,Assist in coordination of specification review meetings to develop or confirm scope of work including exceptions and clarifications.,3
3443,3443,"take the lead on developing solutions refine work that you and other members of your team will execute on, and be able to break down and organize the work appropriately",2
3444,3444,Provide and own application support in assigned areas.,4
3445,3445,Works safely  especially as it relates to radiation safety.,3
3446,3446,"Perform basic analysis, development, testing, debugging, configuration, incident investigation, documentation, health monitoring/alerting, and implementing based on and related to user or system design specifications.",3
3447,3447,Develop testing procedures or routines to support new product development and enhancements,3
3448,3448,Define cybersecurity strategies for various product types,3
3449,3449,"Provide telephone/remote and on-site troubleshooting, training and support to end users and decision makes",3
3450,3450,Gaining referrals from current customers and participating in marketing demand generation initiatives,4
3451,3451,Create innovative solutions to meet the technical needs of customers.,2
3452,3452,Understands the software development life cycle and processes using model based development,3
3453,3453,Design and implement feedback loop protocols for continual model updates and improvements,2
3454,3454,Guide and mentor junior engineers. Serve as team lead if appropriate.,2
3455,3455,Create Strategy for Analyzing and leading the ML algorithms to solve a given problem and ranking them by their success probability,2
3456,3456,Develop and unit test applications in accordance with established standards,3
3457,3457,"Select features, build, and optimize classifiers using machine learning techniques",1
3458,3458,Translate customer needs and technology directions into development tasks,3
3459,3459,Performs tests and experiments in accordance with the requirements of Good Manufacturing Practices (GMP) and Good Laboratory Practices (GLP).,3
3460,3460,Collaborate across departments to understand business objectives and identify novel data-opportunities,1
3461,3461,Explore root cause for various issues identified in the data,1
3462,3462,Integrate third party application with existing environment.,3
3463,3463,Work with testing teams to ensure knowledge of software timing and availability,3
3464,3464,"Data Analyzer: strong problem-solving skills and hands-on coding skills with SQL, python,",1
3465,3465,"Collaborate with business stakeholders, business operations, and product engineering teams in analyzing business problems, building and testing solutions and data models, and implementing the algorithms and results of the models",2
3466,3466,Provide leadership and tactical expertise in the implementation and maintenance of company's business systems and resources to drive operational efficiencies and ensuring that business and regulatory requirements are met,4
3467,3467,"Assists in the resolution of billing, claims, or collection issues.",4
3468,3468,Must work overtime and weekends when needed,3
3469,3469,"Support Business Development, Project Management and DRT Customer Base",3
3470,3470,"Create a system for maintenance of all site required documentation related to HSE issues, i.e. accident reports, inspection reports, training logs",4
3471,3471,Monthly project status reports and change orders.,3
3472,3472,"Collaborate with product owners to translate business requirements into well-formed, actionable user stories and designs.",3
3473,3473,Identify opportunities for efficiencies in work process and innovative approaches to completing scope of work,4
3474,3474,Respond to degraded systems performance and troubleshoot system and network problems in a systematic manner.,3
3475,3475,"Coordinate with device development teams, parking vendors and customers to achieve and delivery solutions.",4
3476,3476,"Develop and Improve automation capabilities to enable customized delivery of the analytical products to clients,",1
3477,3477,"Desire to build proof-of-principle prototypes by ""getting your hands dirty"" and using basic machining equipment, hand-held tools, and creative unconventional techniques.",3
3478,3478,Represent GSK externally to advance technical capability across the Industry,2
3479,3479,"Architect, Develop & Implement innovative software solutions.",3
3480,3480,Build prototypes to evaluate the effectiveness of technologies,2
3481,3481,Ensures the appropriate adherence to inter-departmental processes and procedures within the testing team.,3
