,id,description,jobflag
2832,2832,Act independently and pro-actively seeks to uncover and resolve issues,3
2833,2833,"Undertake data-centric projects and experiments across the company by leveraging one of the most comprehensive databases of apartment operations on the planet, combined with strategically sourced data from third parties.",1
2834,2834,Directs customers to product information resources.,4
2835,2835,Occasionally serve as a point of escalation for operational issues,3
2836,2836,"Collaborate with experts across campus to get an understanding of underlying business processes, strategies,",1
2837,2837,Work closely with our Data team to extend and improve our Food Genome by applying NLP based methods to this complex domain,2
2838,2838,Develop an understanding of Conversant personalization platform and proprietary datasets.,1
2839,2839,Performs other duties as assigned.,3
2840,2840,Work with hardware and mechanical development teams to define software functional requirements.,3
2841,2841,"Embed with a business unit and lead the process of blueprinting, building, and iterating on applications and analyses to help solve your team's biggest problems.",1
2842,2842,"Represent UNICEF Kid Power across UNICEF USA departments and divisions, identifying opportunities for engagement and collaboration",4
2843,2843,Translate design requirements and specifications into successful implementations.,2
2844,2844,"Transform and process the data sets to maximize accuracy, performance, and ML transparency",1
2845,2845,"Build and maintain QlikSense reports, dashboards, and metrics to monitor the performance of our products",1
2846,2846,Testing and debugging system behavior in collaboration with System Engineers,3
2847,2847,Collaborate with Software Engineers to streamline and optimize model building and deployment.,1
2848,2848,Perform user management tasks in the Smart Analytics Environment.,3
2849,2849,"Builds, refines and manages a suite of automated regression and performance tests",3
2850,2850,Help select and incorporate new tools and methods,3
2851,2851,Subsurface data quality control and fast visualization,1
2852,2852,"This role develops and uses advanced software programs, algorithms, query techniques, model complex business problems, and automated processes to cleanse, integrate, and evaluate datasets.",1
2853,2853,Lead key projects with R&D to support business goals.,3
2854,2854,Maintain current and complete vendors manual for all vessel related equipment,3
2855,2855,"Independently follow up on agreed upon actions, identify and address roadblocks",4
2856,2856,"Participate in the entire development lifecycle, from concept to release.",2
2857,2857,Works with the engineering teams to derive testing requirements throughout the development cycle,3
2858,2858,"Interact with OFS Service Delivery Functional leaders for prioritization, scoping and planning exercises",3
2859,2859,Make impactful contributions to internal discussions on emerging machine learning methodologies.,1
2860,2860,"Mentor and train junior engineers, building internal skillsets to optimize team performance",3
2861,2861,"Plan migrations, replications, disaster recovery and backup solutions using SnapMirror and SnapVault technologies.",4
2862,2862,Engage with users to understand needs an analytic strength/weakness of developed algorithms,1
2863,2863,"Understand project scopes, architectural diagrams and requirements to further breakdown more granular requirements and implementing them as part of a project team",3
2864,2864,"Project Delivery - Take ownership of project planning, design and execution to ensure delivery of a high quality end product and customer experience",4
2865,2865,"Mine and analyze company data to drive optimization and improvement of business strategies, current and new products, and sales and marketing techniques. Understand and analyze large, complex, multi-dimensional data sets and build/enhance data science features relevant for unique business and data profiles.",1
2866,2866,"Contribute to conversion efforts to migrate core business data (e.g., providers, members, claims) from a client's legacy system to a new platform",4
2867,2867,"Build and operate infrastructure, toolset, and deployment pipelines.",1
2868,2868,Demonstrate the ability to adapt and work with team members of various experience level (virtually and/or in-person).,3
2869,2869,Maintains an ongoing customer database to capture repeat business.,4
2870,2870,Follow standard procedures to automatically generate embedded software control code from models for specific embedded platforms,3
2871,2871,"Believes in responsible growth and is dedicated to supporting our communities by connecting them to the lending, investing and giving them what they need to remain vibrant and vital.",1
2872,2872,Work on mixed Government/Contractor software coding teams.,3
2873,2873,"Interprets and applies data in complex analyses, and explains findings to business audiences to improve products and processes.",1
2874,2874,"Cultivate a positive work climate that fosters collaboration, innovation, and alignment with BD Values",4
2875,2875,"Gap/Business Needs Analysis, Design, Configuration, Build, Test, Debug, Convert, Cutover and Support of business process areas.",4
2876,2876,Participate in business strategy and leadership relevant internal discussions to well position our corporate consulting activities within South Pole's overall business and offering,4
2877,2877,Stay up-to-date with new testing tools and test strategies,3
2878,2878,Bring a combination of mathematical rigor and innovative algorithm design to create recipes that extract relevant insights from billions of rows of data to meaningfully improve health outcomes.,1
2879,2879,Apply advanced graph and machine-learning algorithms and advanced predictive modeling techniques to solve complex and challenging business problems.,1
2880,2880,"Identify and/or evaluate new technologies and new procedures for integration into the DTCC data collection, management and analysis portfolio",1
2881,2881,"Build machine learning pipeline solutions for Data Science models developed by consumer bank, including core banking, cards and wealth management businesses.",2
2882,2882,"Write client-side code for web-based applications, create fast, easy-to-use, high volume production applications, and develop prototypes quickly.",3
2883,2883,Work with clients to determine how to best marry and leverage data to produce confidence in decision-making,1
2884,2884,Assist with problem analysis and resolution.,3
2885,2885,"Analysis, design, and testing of components.",4
2886,2886,"Maintain existing code and make improvements to increase maintainability, performance, and scalability.",2
2887,2887,Maintains confidential and proprietary information in a professional manner.,3
2888,2888,"Working with scientists and other engineers to investigate design approaches, prototype new technology, and evaluate technical feasibility",2
2889,2889,"Champion the entire front-end process and strategy, from making key architectural decisions to defining best practice procedures.",3
2890,2890,Lead project management activities for one or more work streams throughout the implementation of a third-party core administration vendor platform,4
2891,2891,Working on Qualcomm customer PRS raised by support team and assigned by team lead,3
2892,2892,Provide tuning support and analysis for applications.,3
2893,2893,"Utilize your deep knowledge of networking, systems, and software engineering coupled with your understanding of service-oriented architectures, mastery of CI/CD and AWS to steer operational approaches and solutions",2
2894,2894,Develop and deliver education programs at the local level to promote market growth and CCM therapy access.,4
2895,2895,Create documentation for test plans and engineering validation activities.,3
2896,2896,"Generate automation scripts, as needed, for data analysis and migration",3
2897,2897,"Research and develop algorithms for text analytics (word and document embedding, topic modeling, text classification) in high performance computing environment.",1
2898,2898,Train algorithms to apply models to new data sets.,1
2899,2899,Serve as the engineer in responsible charge for assigned projects.,3
2900,2900,Ability to connect business processes to extremely large datasets (over 500M records) and maintain acceptable process performance,1
2901,2901,Translating and simplify the elicited business requirements.,4
2902,2902,"Proactively collaborates with business partners to determine identified population segments and develop actionable plans to enable the identification of patterns related to quality, use, cost and other variables.",1
2903,2903,"Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.",1
2904,2904,Monitor debugging process results,3
2905,2905,Develop serial and wireless communication protocols.,3
2906,2906,"Translates product management, engineering and business contraints and queries into tractable data science questions.",2
2907,2907,Identify innovative uses of data and/or data technology,1
2908,2908,"Analysis performed by the position will be shared within the company to support the various initiatives underway that have an analytical need which will ultimately impact the company's generation assets, load resources, customer view, and product and services offered to the customer.",1
2909,2909,Use current programming language and technologies to translate algorithms and technical specifications into code,2
2910,2910,Works with cross-discipline teams to ensure connectivity between various data sources and business problems.,1
2911,2911,"Determine a solution technical feasibility, identify and mitigate technical risk",3
2912,2912,Identify approaches to improve accuracy and effectiveness of existing analytical models.,1
2913,2913,Work closely with business analysts and accountants to understand business requirements and develop technical solutions,1
2914,2914,"Design and develop scalable ML/AI solutions to solve diverse business challenges by deriving features from rich data sources, training, evaluating and deploying models to production using cutting edge technologies",2
2915,2915,"Maintain existing code and make improvements to increase maintainability, performance, and scalability.",2
2916,2916,Taking operational responsibility.,3
2917,2917,Writes special test software for hardware and validation/reliability engineering,3
2918,2918,Build Service Oriented and discoverable Web services and APIs,4
2919,2919,Works to build business knowledge and to transform this knowledge and business requirements into technical specifications,3
2920,2920,"Develops cross platform (iOS, Android, and Windows) application using Xamarin",3
2921,2921,"Research and implement state of the art neural network inference and training algorithms (pruning, quantization, etc.)",2
2922,2922,Report out on product/project status to senior management and clients.,1
2923,2923,"Interact with sales, partners, and customer technical stakeholders to manage project scope, priorities, deliverables, risks/issues, and timelines for successful client outcomes.",4
2924,2924,Develop algorithmic strategies in liquidity aggregation and re-distribution.,3
2925,2925,Build and fine tune algorithms that scale up from small-scale proof-of-concept stage to full production systems,1
2926,2926,Preparation of reports for operational and management purposes,3
2927,2927,Line and/or indirect management of up to 20 staff and 3rd party resources,3
2928,2928,Partner with external agencies as needed,1
2929,2929,"Design, Implement and test software for embedded medical products in C/C++11.",3
2930,2930,Undertake to preprocess of structured and unstructured data,2
2931,2931,"Run and write test plans, protocols, and portions of documentation for the assigned portion of your application. Identify and debug code issues and suggest changes or improvements.",2
2932,2932,Helps configure and connect to maintain network performance,3
2933,2933,Support local compliance managers with day-to-day compliance support to assist your business and other stakeholders.,4
2934,2934,Keep up to date with local and national business and economic issues,1
2935,2935,Support for Service Organization Control (SOC) tests,4
2936,2936,"Establish high levels of code quality by writing unit tests, participating in code reviews, reducing cyclomatic complexity, eliminating code duplication, and debugging software modules.",3
2937,2937,"RTL synthesis with timing and physical constraints, capacity and performance goals-specifically, running Xilinx Vivado and Intel PSG Quartus flows",3
2938,2938,You need to be able to work independently in a small team.,1
2939,2939,Work with stakeholders to identify opportunities to leverage corporate data to drive business solutions.,1
2940,2940,"Design, develop, document, test, and debug application software. Perform analysis and collaborate with experts in planning, designing, developing, and using electronic data processing systems for information storage, processing, presentation, manipulation, viewing, or reporting. Act as a Scrum of Scrum Master for a couple of teams, facilitate fault triage meetings to track dependencies between teams and resolve barriers, conduct formal peer reviews to manage the problem analysis process, and deliver key metrics. Facilitate learning organization-Facilitate common software requirements analysis across multiple projects that meet the definition criteria of readiness Chief software engineer and technical at overall continuous technical process improvement Help program managers",3
2941,2941,Build scalable machine learning services and data platforms,2
2942,2942,Provide and maintain relevant software technology and product expertise.,3
2943,2943,"Ensure that your orders are processed in a timely and accurate manner. Fully handles order adjustments and billing amendments. We support post-purchase ownership experiences such as shipping and service schedules, replacement parts ordering, and consumer relationship activities.",4
2944,2944,Collaborate with subject matter experts to gather requirements and use cases and design architectures and modules that can be scaled out to meet expected growth,2
2945,2945,Development of new software components (initial design by testing and deployment),3
2946,2946,Participate in Tech Spikes and Feasibility surveys to help materialize new ideas and unknowns.,3
2947,2947,Be actively involved in the technology industry and understand how evolving technology can help your organization,3
2948,2948,Maintain and update the control part of machine standards,3
2949,2949,Maintain a good working knowledge of current infrastructure and future trends and technologies.,3
2950,2950,Gather information to support software project management,3
2951,2951,Evolve and refactor existing systems to extend and support future growth,3
2952,2952,Follow a disciplined and structured sales process by implementing solution sales and strategic sales tools and techniques,4
2953,2953,Providing clients with an opportunity for data cleansing as a result of the data discovery process,4
2954,2954,Recognized as a technical expert on On-Q & Enhanced Recovery Technology Platform.,2
2955,2955,Preprocess structured and unstructured data,1
2956,2956,Describe the story (or requirement) of the platform enhancements.,3
2957,2957,Experience in designing and developing high performance switching and routing software,3
2958,2958,Work with cross-functional teams to develop ideas and execute business plans.,1
2959,2959,Make ongoing recommendations and stay proactive to get the best project results,3
2960,2960,Teaching/mentoring junior engineers,4
2961,2961,"Work in a startup-type environment, design and build innovative applications with automation, machine learning/cognitive services, and business/functional proof-of-concept, scalable, production-ready solutions across strategic business groups Build",1
2962,2962,"Electrically integrates connectors, sensors, actuators, electric motors, power electronics, vehicle control ECUs, battery management systems, battery chargers, DC/DC converters and generators into test facilities and vehicles.",3
2963,2963,Demonstrate the software upon request such as:,4
2964,2964,Work with your functional team to develop strategies and identify data-driven solutions for the ongoing needs of your entire organization.,1
2965,2965,Create a Site Acceptance Test (SAT) plan for EMS Commissioning.,3
2966,2966,Apply mechanical engineering and sound and vibration engineering expertise,3
2967,2967,"Strong communication, teamwork, and problem-solving skills are essential.",3
2968,2968,"Contribute to new and existing projects, collaborate with product owners and other teams to deliver business value iteratively",3
2969,2969,"We maintain the systems needed to ensure the quality of raw materials and finished products. We provide key support for all chemistry/quality related manufacturing issues. Liaison between R&T (Research and Technology), Technical Services, Marketing & Sales, and Production. Provide guidance for department (lab) activities and ensure they are within budget.",3
2970,2970,Inform about bid strategy and data engineering architecture.,2
2971,2971,Helps and helps you get your DevOps environment up and running quickly,4
2972,2972,"Build security tools and processes using Python or Go to protect, monitor, and remediate critical infrastructure.",3
2973,2973,"Demonstrate the potential to initiate, lead and execute financing opportunities in both internal and external R&D.",2
2974,2974,Software development for low-level verification of Mentor Graphics IP,3
2975,2975,Solve technically complex problems and prioritize tasks based on technical knowledge,3
2976,2976,"We continuously update and improve our knowledge, skills and attitudes regarding educational design and related fields. Coach Learning Institute teammate.",4
2977,2977,Work with clients to develop network engineering solutions from concept to implementation,4
2978,2978,Work as a team to report on key metrics and develop KPIs,1
2979,2979,"Report to a project manager based in San Diego, California.",3
2980,2980,"Development of new approaches to tackle prediction, optimization, and classification challenges associated with pattern recognition, target detection, tracking, inference, and inference systems.",3
2981,2981,Collaborate with technical and non-technical users on software implementation.,3
2982,2982,Follow coding standards and best practices,3
2983,2983,Generates data visualizations that provide insight into the structure and meaning of the dataset,1
2984,2984,Develop referral partners by building professional networks in the market,4
2985,2985,"Work with your customer's technical leads, client executives, and partners to manage and deliver the successful implementation of your cloud solutions and become a trusted advisor to decision-makers throughout your contract.",4
2986,2986,"Experience with full stack development to build web servers on both Ubuntu and Windows operating systems for production, staging and personal development environments.",3
2987,2987,Check weekly release status with key program team members as needed,3
2988,2988,Cultivate cloud-based commercial thinking across different technology disciplines,3
2989,2989,Apply system integration knowledge to their work,1
2990,2990,Derivation of the optimal software architecture for a new deep learning concept,2
2991,2991,Work closely with research scientist team members to create a paper or patent,2
2992,2992,Maintain high standards of software quality by establishing good practices and habits,3
2993,2993,Customize and manage your ERP system to meet your business requirements,4
2994,2994,Develop new market ideas and help develop and implement sales and/or marketing plans.,4
2995,2995,"It facilitates the evaluation of Workday processes and configurations and reviews with administrators to ensure the consistency, efficient use of each Workday module, and innovative use of technology.",4
2996,2996,"Troubleshoot and perform root cause analysis of customer-reported product issues, including code base investigations (compiling and comparing different versions), product logs, system logs, and other system debug information",3
2997,2997,Work with the sales team to understand customer requirements and provide sales support,3
2998,2998,"Review and edit requirements, specifications, business processes, and recommendations related to the proposed solution",4
2999,2999,"Design software systems that work with humans, machines, and other software.",3
3000,3000,"Implementation of guidelines for managing new contracts, maintaining existing contracts, contract modeling, contract differences, and AR Netdown logic in project plans, templates, and guides, as well as artifact descriptions. Includes later long-term plans.",4
3001,3001,"Work with your lab staff, GxP systems team, and project managers to get started at the start of your research by providing user requirements for building test methods and developing data transfer tools in LIMS. Create specifications for standard edit checks of data to support acceptance test performance. Work with data management, GxP systems, and project management teams to facilitate preparation of data transfer agreements, maintain project timelines, drive project completion, escalate issues as needed, and investigate data Keep the transfer deadline.",1
3002,3002,Develop embedded software that supports carrier wall control and thermostats,3
3003,3003,Coordinate and drive internal teams to gain feedback and insights on transactions and initiatives.,4
3004,3004,"Serving in the form of ART launches, major SAFe and value stream workshops, product manager/product owner training, inspection and adaptation workshops, portfolio management workshops, leadership promotion sessions",4
3005,3005,"By working with other mechanical engineering, the use of machine learning within the organization continues to mature.",2
3006,3006,Defining the data expansion pipeline,2
3007,3007,Write documentation or technical articles for the API or project you worked on,3
3008,3008,"Make sure your model is explainable and fair, using open source libraries, looking at the opportunity to extend the model to our needs",1
3009,3009,Gain a better understanding of cryptographic protocols and compression techniques and their implementation in C/C++,3
3010,3010,"Lead junior team mentors, motivate senior developers and establish priorities between Scrum Master and Product Manager/Owner",3
3011,3011,"Combine with useful documentation to create robust, maintainable, and testable code",3
3012,3012,Chief Software by improving overall continuous technical processes to ensure that Ready-of-Ready and Definition-of-Done criteria are met to facilitate common software requirements analysis across multiple projects. Support engineers and technical program managers,3
3013,3013,We provide technical advice on factory operations and improvements.,3
3014,3014,"Flexibility to travel, sponsor sites, meetings, and occasional offsite meetings to Pittsburgh and other SEI offices in Washington, DC. Modest (25%) travel outside their home.",2
3015,3015,"Develop AI/ML solutions based on NLP technologies such as key phrase extraction, topics, themes, summaries, entity extraction, sentiment analysis",1
3016,3016,Comply with building codes and established methodologies and practices.,3
3017,3017,"Quickly exchange source material issues for quick exchange (audio/video dropouts, audio glitches, distortion, sync issues, missing lines, all other errors found).",3
3018,3018,Work with the cloud and data architects to define a robust architecture with cloud setup pipelines and workflows.,2
3019,3019,Maintaining updates and enhancing software products,3
3020,3020,Implement and analyze results from vulnerability scans,3
3021,3021,Helps align products and processes with company strategy and client issues,1
3022,3022,Overtime is required to meet the client's deadline.,4
3023,3023,Develop and maintain a scalable data pipeline and build new API integrations to support continuous growth in data volume and complexity.,3
3024,3024,Accurately record all customer interactions,3
3025,3025,Integrate AI engine/technology with modeling and simulation applications,3
3026,3026,Build and maintain new and influential features,3
3027,3027,"Use predictive modeling to improve and optimize your customer experience, revenue generation, ad targeting, and other business outcomes.",1
3028,3028,Documenting local area networks at assigned locations,3
3029,3029,Create and deliver compelling demos of Freshworks products.,3
3030,3030,"Experience-based security management setup, deployment, and execution",3
3031,3031,"This includes VoIP / IEN-Voice initiatives, and configuration/optimization of all VoIP telephone systems and services (both internal and Internet-based services and integrated)",3
3032,3032,Show leadership in meetings and actively participate in events and social gatherings,4
3033,3033,"Roles use large datasets derived from broad domains of the following sectors-Logistics, Consumer Goods, Capital Markets, Telecommunications-to model, extract, and predict NP-hard problems in mission-critical applications. , Including finding a solution.",1
3034,3034,"Use Apache Spark and other analytics packages to clean, transform, enrich, and analyze vast amounts of raw data from different systems to develop valuable features and create a wide range of ready-to-use data. Deliver to stakeholders for robust downstream analysis.",1
3035,3035,"Design, implement, and integrate software for embedded Linux targets (applications, servers, and drivers)",3
3036,3036,"Configure and run a prototyping workshop to demonstrate the proposed new architecture, develop best practices, and document key blocking requirements for engineering prioritization.",3
3037,3037,"Learn about machine learning, data science, computer vision, artificial intelligence, statistics, and/or applied mathematics",2
3038,3038,Developing corporate value and goals,4
3039,3039,"Identify causal relationships between observed failures, complaints, and current manufacturing technology. Product analysis and process evaluation are required to meet this requirement.",3
3040,3040,Designing a digital engagement program,4
3041,3041,Attend software product review meetings and team meetings,3
3042,3042,"Design and run online experiments (eg A/B testing, multi-armed bandits, etc.) that help improve and fine-tune data-focused features, algorithms/models, products (eg search).",1
3043,3043,Implement tools to increase the level of automation of your infrastructure,3
3044,3044,Develop a detailed design and configure business rules according to your requirements,4
3045,3045,Performs new hardware installation/configuration.,3
3046,3046,"Ambassador of Novartis Data Science by presenting and publishing articles at conferences, business conferences and academic institutions",1
3047,3047,"Plan and build a data-driven banking ecosystem, including ecosystem support models for customer experience and marketing.",2
3048,3048,Participate in design and code reviews,3
3049,3049,Manage payroll with a focus on knowledge of payroll resources and long-term problem solving skills.,4
3050,3050,Ensure effective engineering and client communication,3
3051,3051,"In addition to directing a team, it can also serve as a personal contributor to an agile product team (for example, developing a solution to achieve a defined business outcome).",3
3052,3052,"Feature selection, classifier construction and optimization using machine learning techniques",1
3053,3053,"Go to your site, outsource the machine to all outside vendors and perform FAT.",3
3054,3054,Perform ongoing support services for existing clients,3
3055,3055,Follow a Scrum agile development process that includes software analysis and testing to ensure that your solution meets standards and end-user requirements.,3
3056,3056,Work with members of our internal team to investigate and fix defects,3
3057,3057,Transformation to multi-channel innovation,4
3058,3058,"Integrate diverse data sources, data types, and data structures into your solution",1
3059,3059,Infrastructure provisioning and integration with continuous integration/continuous development (CI/CD) platform. Uses existing and latest technology.,2
3060,3060,"Support or conduct system, performance, volume and stress tests",3
3061,3061,Build an AI/client model API interface,2
3062,3062,Roadmap: Work with stakeholders to determine short- and medium-term product development strategies for marketing and communication platforms to ensure alignment with members' overall engagement vision and strategy. Ensure product development strategy agreement within the company and with key internal business partners.,4
3063,3063,Use quality practices such as unit testing to ensure that all deliverables meet the highest standards of quality.,3
3064,3064,Training high quality domain-specific models on modern GPU hardware,2
3065,3065,Helps maintain warranty status on all hardware.,3
3066,3066,"Design, develop, and maintain software test plans, software test cases, software test procedures, and automated software tests in compliance with the program's functional, technical, and performance requirements.",3
3067,3067,"It provides physicians, clinical support staff, and field-based Impulse Dynamics personnel with training and education programs on cardiac contractility (CCM) therapy and the benefits of the company's devices.",4
3068,3068,Complete proof of concept efforts before implementing any significant architectural change recommendations,2
3069,3069,"Support the development and use of real-world data and analytics capabilities, apply state-of-the-art advanced analytics techniques and tools to generate new insights and actions",1
3070,3070,Prepare a technical presentation that describes your product or service and provide it to your customers and prospects,3
3071,3071,"Demonstrate expertise in concepts, practices and procedures in different disciplines. Understand infrastructure services, networking topologies, protocols, and practices.",3
3072,3072,"Software design, development, testing, deployment, maintenance and improvement.",3
3073,3073,Work on multiple projects simultaneously,4
3074,3074,"Address less structured, more complex problems",3
3075,3075,We may interact with internal and external clients to define system requirements and/or required changes.,3
3076,3076,"Create a technical document for the corresponding project, ticket, or task.",4
3077,3077,Consult multiple projects at once and manage time and expectations with project owners.,1
3078,3078,Solid leadership skills,4
3079,3079,Confirmation of responsibility for PA card data managed by the service provider,4
3080,3080,"Providing support to customer testers during acceptance testing, including walk-throughs of test procedures, documentation of test questions and results, and answers to questions about system functionality.",3
3081,3081,"For purposes or creative ideas, please report directly to the Sales Manager.",4
3082,3082,Detailed documentation of all processes and setups,3
3083,3083,Optimize model performance and inference speed.,2
3084,3084,"Build a deep understanding of your company's products, services, data, and customers to drive the development of personalized, enriched experiences.",2
3085,3085,"Regular progress meetings (several times a week) with customers, face-to-face or via online conferencing software. This may include on-site work.",1
3086,3086,"Implement code according to established standards, user interface design patterns, object-oriented design, database management systems, database design, database access, memory management, design patterns, test automation, continuous integration/deployment, and version control basics. Indicates a general understanding.",3
3087,3087,Design your infrastructure and drive its implementation to protect your networks and systems.,3
3088,3088,Perform operational model assessments of processes submitted through the Functional Requirements Review Committee to determine the suitability and complexity of automation,4
3089,3089,"Embedded SW development for automotive products (whether an engineer has Linux or Windows experience since they use their own OS and OSEK OS), hands-on knowledge of C or C++ programming",3
3090,3090,"Design, prototype, and implement new solutions",3
3091,3091,Build machine learning applications using data and requirements collected from business partners,2
3092,3092,"Interpretation, confirmation and/or challenge of business requirements, documentation of technical requirements",3
3093,3093,Collaborate with cross-functional engineering teams to develop new platform capabilities,3
3094,3094,Work closely with engineering teams to bring machine learning models to production,2
3095,3095,"This position is not within the scope of technology, but supports legal individuals of the investment. This is an operational role.",4
3096,3096,Actively participate in all phases of the development life cycle.,3
3097,3097,Perform an analytical review of client data,4
3098,3098,Lead R&D activities in the field of data mining,1
3099,3099,"Maintain existing plant floor machine control and extend to Ethernet gateways, links, and connections",3
3100,3100,Create baseline project schedule based on WBS and key milestones,4
3101,3101,"We work with clients, developers, and other technical staff to support support improvement efforts and training to achieve the desired results. (About 10%)",4
3102,3102,"Extend your existing ML libraries and frameworks to keep up with field development and contribute as part of your development and application teams to create products and solutions from prototype to production, tailored to your needs. Create and maintain documents in.",2
3103,3103,Estimates of project-specific EMS costs and schedules.,3
3104,3104,Continue developing knowledge of insurance and business intelligence while learning how work assignments address business problems.,4
3105,3105,Educate partners about the benefits of recommended products and services,4
3106,3106,Practice your judgment within the defined procedures and practices to determine the appropriate action.,3
3107,3107,"Prepare audit summary findings, provide detailed comments related to audit findings and make recommendations",3
3108,3108,Use your current computer language (such as C or C++) to help implement new features and perform code maintenance,3
3109,3109,Transform business needs into differentiated products and solutions by working with functional leaders to drive business cases and pro forma development.,2
3110,3110,Work with other development teams to integrate the model into your application,1
3111,3111,Evaluate system architecture documentation and technical feasibility and risk plans.,4
3112,3112,Create high level designs and collaborate with other designers/architects as needed.,3
3113,3113,Working closely with marketing and customers to define HVAC control systems,3
3114,3114,Become a major contributor to project planning and direction and effectively prioritize goals,1
3115,3115,"Work with IT teams, managers and data scientists to determine organizational goals",1
3116,3116,"Interact with various departments such as R&D, service, sales and aftermarket to collect data",1
3117,3117,"Facilitate end-to-end solution design reviews with other members of the technical team, including communication of system/application design, requirements, feature sets, features, and limitations.",2
3118,3118,"Supports the introduction of new CPQ/billing systems for assigned verticals, line-of-business or channels",4
3119,3119,Software developer on the Contrail Sustaining Engineering team.,3
3120,3120,Communicate with clients to assist them in researching and deploying new products,1
3121,3121,"Document requirements, use cases, and designs.",3
3122,3122,"Work across R&D scientists, mechanical, electrical, manufacturing, service engineers, technical writers, application specialists and silos.",3
3123,3123,Act as a client's technical consultant and advisor.,4
3124,3124,"Engage in customer and prospect management activities. A defined sales process, which involves identifying sales opportunities and acting independently to build a pipeline of strong appointments to meet assigned sales goals, enables external sales at non-PNC locations. Promote proactive sales conversations through interactions. Leverage the heart of ecosystem partnerships and community influence to capture, grow and maintain relationships.",4
3125,3125,Work with data scientists to prototype new ML approaches and design experiments for evaluation,2
3126,3126,Communicate analytic solutions to stakeholders and implement improvements as needed for operational systems,2
3127,3127,Must be able to demonstrate innovation in problem solving,3
3128,3128,Work closely with commercial capital offer strategy and development to ensure the viability of proposed pricing and respective contract terms,4
3129,3129,Assess the accuracy and quality of designed models and data sources.,2
3130,3130,Work with product managers and UX designers to ensure high quality code that meets functional requirements,3
3131,3131,Make sure your business needs are met,1
3132,3132,"Learn anomaly detection, prediction, and clustering algorithms",1
3133,3133,Manage HDFS and ensure it always works optimally.,3
3134,3134,"Guidance and guidance of junior engineers. If necessary, serve as a team leader.",2
3135,3135,Demonstrate and support all of St. Louis Ark's diversity and inclusion practices/initiatives,4
3136,3136,Individually promote core software improvements.,3
3137,3137,Effectively communicate with customers and vendors both verbally and by email.,4
3138,3138,Software debug and integration on production hardware,3
3139,3139,Create/modify technical and requirements documents,3
3140,3140,Participate in on-call rotation for IT operations.,3
3141,3141,Management of technology projects according to IT standards,3
3142,3142,"Make sure all security, governance, and compliance standards are met.",2
3143,3143,Participate in 24/7 global operations to manage and respond to security events on your network.,3
3144,3144,"An ideal candidate for the Lead Machine Learning Scientist role should have work experience, a love of experimentation, and a passion for the problem you are trying to solve.",1
3145,3145,"Defines and maintains pack-level requirements for battery control, internal mechanical and electrical components (high voltage contactors/wiring), battery cells, and thermal performance.",3
3146,3146,Build a data processing pipeline for deep learning tasks,1
3147,3147,"Run tests (single, independent, system, and performance)",3
3148,3148,"Lead all aspects of custom application development with APEX, JavaScript, Visual Force, AJAX, HTML and CSS",3
3149,3149,Communicate clearly and regularly with colleagues in management and technical support,3
3150,3150,Comply with company drug and alcohol policy to maintain good drug test results for the duration of the contact,4
3151,3151,Build production-grade machine learning pipelines and data products that solve critical and complex problems and deliver business value,1
3152,3152,"It provides management with accurate, relevant and meaningful ad hoc analysis to support strategic and tactical decision making.",1
3153,3153,Engineering changes and MRB material preparation and review/approval,3
3154,3154,"Senior consultants participate in setting the purpose and scope of engagement. Create work plans for engagement components, coordinate activities across work streams, and identify scope changes.",4
3155,3155,Support and improve existing tools for continuous integration and automated testing,3
3156,3156,Work closely with developers and QA resources to ensure that the solution built meets client requirements,4
3157,3157,Prepare technical documents and reports to provide to your expert,3
3158,3158,"Defines and coordinates the scope of work for an integrated project, provides project and change management, data and business rule discovery and coordination, and client environment documentation.",4
3159,3159,"Work with experts in perception, motion planning, and platform control algorithms",3
3160,3160,Work with teams and clients to maintain and update system applications,4
3161,3161,"Ability to perform exploratory analysis, quantitative methods, and user interface application design.",1
3162,3162,Understand the overall data and insight needs of your business and end users,1
3163,3163,Strong ability to balance task ownership and team collaboration,3
3164,3164,Prepare and protect all items sent from your office.,3
3165,3165,Install and test both desktop-based and server-based software upgrades.,3
3166,3166,Perform code reviews and provide feedback directly to team engineers,3
3167,3167,"Create customer-facing UIs, tools, and environments to enable internal and external customers to configure, verify, simulate, tune, and instantiate interconnected IP.",3
3168,3168,"Plan, develop, test, deploy and monitor DevOps model cross-platform mobile apps",3
3169,3169,"Engineer each solution with serverless technology when possible, with maximum performance and lowest cost.",2
3170,3170,Engage and collaborate with others to understand data structures and opportunities.,1
3171,3171,Lead detailed strategies to create industry-specific business growth opportunities for our products.,3
3172,3172,Accompany the customer on a test drive to demonstrate the functionality and technology of the vehicle.,4
3173,3173,Assist in responding to requests for FICA service proposals,4
3174,3174,"Support documentation, test-driven development, reusable code methodology",3
3175,3175,Work with other developers to gain ownership to improve the quality of your software and hardware.,3
3176,3176,Participate in or lead the development of deliverable content that meets the needs of clients and contracts,4
3177,3177,"We advise and work with internal partnerships to provide accurate, available and accessible data.",2
3178,3178,Present recommendations and solutions for client leadership,4
3179,3179,"Convert system-level CONOPS, functional analysis, and requirements into models and simulations.",3
3180,3180,Work with your engineering team to integrate the solution into the Conversant platform.,1
3181,3181,Support partners in training and implementation,4
